index,label,text
508,0,very happy birthday to user we ll be toasting in your honor tonight user user
509,0,literally have plans every night my entire vacation
510,1,kevin durant with pts on shooting has this nigga been inefficient since he came
511,1,always look super cute when guys come to fix stuff in the condo
512,0,user wow neat nice mini tour of belfast as well think you should have asked for one of these for xmas larry
513,0,new color new beginning new goals dont giveup never life should be easy user skdar url
514,0,user gotta hand it to them really clappinghands clappinghands clappinghands
515,1,user user thank god for kanye giving these unknowns some help
516,1,good thing scared of clowns and my kindergarten teacher was dressed as one today
517,1,luv when my hair is frozen
518,0,heisenberg uncertainty principle whatever you study you also change jurassicworld breakingbad
519,1,glad up at am
520,0,user cool look and cool mind is all you need to party all night url
521,0,hope tulisa doesn get job back on xfactor next year
522,1,soccer game should be fun today
523,0,user know it was you fredo you broke my heart
524,1,just realized haven watched this weeks episode of degrassi eventually get around to it
525,0,url now in the malls take years off your skin seacret minerals from the dead sea url
526,1,user it ll be ok just get your ta to fix it
527,0,user user coalition fit for purpose labour can and will sort it
528,0,why am wide awake right now
529,1,user kohli showing all the guts of scooby doo
530,0,user your opinions don affect me going to keep living my life
531,0,that was one long walk okhand okhand okhand gome url
532,1,work christmas eve and christmas day can wait
533,1,user hour car ride and cant sleep in cars yayaayayayayay have fun bff
534,1,user oh no ve tipped gamergates hand now you know our end game
535,1,latergram with thegoldcoin classes done research is not gradschool basic blessed url
536,1,ve changed gazilion times the java configuration not to check for updates it nice that every five minutes asks me for an update
537,0,url teenanalcasting alice alice and dana tlw part
538,1,halfway thorough my workday woooo
539,0,don think for second out to drown your memory you ain worth the whiskey
540,1,youve got to just love the efficiency user two day service dayservice prioritymail hahahaha url
541,0,user user no it secured by the cartels so that they can charge huge sums of money for illegals to cross into the us
542,1,one of my favourite things about going to fanshawe is walking to the building
543,0,user what is your argument for butler for morales
544,1,user those waves are epic he he
545,1,user too bad cnn can conceive their own story truth news hypocrite expose fake exposed boycott sponsors
546,0,would tell ya but you just wouldn understand heartwitharrow
547,1,just dropped my new single it me single
548,0,can even explain how excited am for tomorrow hundredpoints basketball
549,0,user of all the spice girls you pick her
550,0,have you gotten your tree yet xmas tree nail wraps available at url nailwraps nailart url
551,0,welsh devolution how this for starters url
552,1,can always countonmother to impart wordsofkindness especially on special day
553,1,glad has employed enough staff today nohelp terrible
554,1,aaaaaaaaand we re back in the er hooray for no sleep
555,1,why yes of course use lot in my day because violence is illegal
556,1,my dads letting me drywall with him for christmas just what always wanted
557,0,feeling well
558,1,url this should be christmas number accounting absolutetosh
559,0,italy cabinet approves first planks of renzi labour reform url via user
560,1,on the same day the th anniversary of the brave critic was abandoned by our conformist press
561,0,really need to shoot something soon
562,1,user also would not that my tone was joking though it difficult to properly convey that in tweet
563,0,do you like quality dancemusic go to url for some great free downloads uk nightclub user
564,0,user user you don know damned thing about baseball do you
565,1,yes it is much more logical to support criminals attack police officers for protecting life property
566,0,user are they going for the very original plans now
567,1,user large companies don pay tax and get away with it individuals who don pay get locked up or fined
568,0,user user the upper deck definitely seemed like philly south
